trajectory,samples,duration_s,path_length_m,closure_error_m,yaw_error_deg,cross_track_rmse_m,maximum_cross_track_m
wheel,999,49.9004693031311,4.130207849023791,0.30516910027685307,-22.995169082125283,0.12962121062118412,0.2515934666990878
ekf,999,49.900015115737915,4.131108768386793,0.00298577929582516,-0.6494178117001955,0.023818690813810352,0.03801614028589813
slam,999,49.900015115737915,9.400263409010527,0.31412071569545946,-14.446814476245612,0.4731510337181559,0.7633823635157867
