trajectory,samples,duration_s,path_length_m,closure_error_m,yaw_error_deg,cross_track_rmse_m,maximum_cross_track_m
wheel,1014,50.659632444381714,4.127870625503732,0.31402206594770693,-21.835748792270625,0.1369071798451739,0.29038766484728634
ekf,1014,50.63332390785217,4.128561877063523,0.008163540279045024,0.5586092695297065,0.022441238343131605,0.04027072778700358
slam,1014,50.63332390785217,9.677423363000772,0.4070967764631472,-17.837919616530744,0.562712954497996,0.8680367783203302
