trajectory,samples,duration_s,path_length_m,closure_error_m,yaw_error_deg,cross_track_rmse_m,maximum_cross_track_m
wheel,1010,50.44001388549805,4.129707015412352,0.3950526871897786,-31.40096618357461,0.15177752849074816,0.2829941221043139
ekf,1011,50.49973940849304,4.130733506786207,0.012925769859575718,-1.3540568960029646,0.024052202786258293,0.03781930373209885
slam,1011,50.49973940849304,9.564070912632845,0.32890182766962067,-18.95073670006081,0.5487785352462129,0.8780637506018133
