trajectory,samples,duration_s,path_length_m,closure_error_m,yaw_error_deg,cross_track_rmse_m,maximum_cross_track_m
wheel,1010,50.46016073226929,4.126535069206554,0.2871439571659553,-19.323671497584296,0.12991356791998906,0.2444938149975075
ekf,1010,50.46685028076172,4.124146632538983,0.012897064559883258,-1.3419955310333156,0.02358600206173691,0.0422537546232673
slam,1010,50.46685028076172,9.622935147541186,0.2725559282367668,3.057174419981258,0.6194670452368194,0.9993976157252777
