trajectory,samples,duration_s,path_length_m,closure_error_m,yaw_error_deg,cross_track_rmse_m,maximum_cross_track_m
wheel,1006,50.23980975151062,4.141226188475516,0.6534762974957724,-43.478260869564906,0.2362973062890654,0.46969055966721984
ekf,1006,50.233585357666016,4.142424330206409,0.020098328970328545,-3.154942193066877,0.029629087042893815,0.05035208376406497
slam,1006,50.233585357666016,9.885622967527333,0.39283624867510547,-15.552602964107574,0.5540050740954798,0.8507469489937307
