trajectory,samples,duration_s,path_length_m,closure_error_m,yaw_error_deg,cross_track_rmse_m,maximum_cross_track_m
wheel,1011,50.49997854232788,4.113179506234774,0.5565320011651437,-43.285024154588974,0.19933788333511743,0.44265683029503156
ekf,1010,50.43352246284485,4.112398043320299,0.0059010911231413,-1.3925850975442358,0.021067817109103718,0.03988532539268652
slam,1010,50.43352246284485,9.729442531768857,0.43383751308000024,-16.389755385093615,0.6594625937515776,0.9859060153180527
