trajectory,samples,duration_s,path_length_m,closure_error_m,yaw_error_deg,cross_track_rmse_m,maximum_cross_track_m
wheel,1010,50.43983697891235,4.174114262293525,0.3081160315760813,-15.942028985507774,0.13476764010831505,0.2977996849578657
ekf,1011,50.500293254852295,4.175928578958634,0.03214344486787426,0.03224354010656689,0.03140312818492422,0.05427849956678642
slam,1011,50.500293254852295,9.713194868396613,0.2566460602048013,-14.764964476942216,0.5331153212979889,0.8395379184271823
