time_s,x_m,y_m,yaw_rad,yaw_deg
0.000000000,0.000000000,0.000000000,0.000000000,0.000000
0.038902521,0.000000000,0.000000000,0.000000000,0.000000
0.099978447,0.000000000,0.000000000,0.000000000,0.000000
0.138910294,0.000000000,0.000000000,0.000000000,0.000000
0.200008869,0.000000000,0.000000000,0.000000000,0.000000
0.239328623,0.000000000,0.000000000,0.000000000,0.000000
0.299969196,0.000000000,0.000000000,0.000000000,0.000000
0.338957548,0.000000000,0.000000000,0.000000000,0.000000
0.400114536,0.000000000,0.000000000,0.000000000,0.000000
0.438980341,0.000000000,0.000000000,0.000000000,0.000000
0.500173092,0.000000000,0.000000000,0.000000000,0.000000
0.538989067,0.000000000,0.000000000,0.000000000,0.000000
0.599954844,0.000000000,0.000000000,0.000000000,0.000000
0.638940811,0.000000000,0.000000000,0.000000000,0.000000
0.699994564,0.000000000,0.000000000,0.000000000,0.000000
0.738914728,0.000000000,0.000000000,0.000000000,0.000000
0.799947500,0.000000000,0.000000000,0.000000000,0.000000
0.838856220,0.000000000,0.000000000,0.000000000,0.000000
0.900096655,0.000000000,0.000000000,0.000000000,0.000000
0.938874006,0.000000000,0.000000000,0.000000000,0.000000
1.000030518,0.000000000,0.000000000,0.000000000,0.000000
1.039368153,0.001502500,0.000001267,0.001686308,0.096618
1.099963903,0.004006660,0.000007601,0.003372617,0.193237
1.138983250,0.006510806,0.000018158,0.005058925,0.289855
1.200083017,0.010016580,0.000038850,0.006745234,0.386473
1.240078926,0.014190074,0.000070520,0.008431542,0.483092
1.300138950,0.019365132,0.000118519,0.010117851,0.579710
1.338980436,0.025207839,0.000182563,0.011804159,0.676329
1.400113821,0.031718285,0.000253927,0.010117851,0.579710
1.438984156,0.038395725,0.000321491,0.010117851,0.579710
1.499958992,0.044739175,0.000396373,0.013490468,0.772947
1.539336681,0.051583198,0.000494480,0.015176776,0.869565
1.600050688,0.058260211,0.000595823,0.015176776,0.869565
1.639222860,0.065605102,0.000694915,0.011804159,0.676329
1.700004816,0.072449281,0.000781480,0.013490468,0.772947
1.739333868,0.079293304,0.000879587,0.015176776,0.869565
1.800074339,0.086304167,0.000985997,0.015176776,0.869565
1.839469433,0.093148014,0.001095644,0.016863085,0.966184
1.899878740,0.100325708,0.001210640,0.015176776,0.869565
1.938949823,0.107169556,0.001320288,0.016863085,0.966184
1.999897242,0.114013209,0.001441476,0.018549393,1.062802
2.039017677,0.120856648,0.001574204,0.020235701,1.159420
2.100137234,0.127699854,0.001718472,0.021922010,1.256039
2.139049530,0.134877119,0.001857675,0.016863085,0.966184
2.199886560,0.142221833,0.001969153,0.013490468,0.772947
2.239462376,0.149065855,0.002067259,0.015176776,0.869565
2.300023317,0.155575672,0.002182536,0.020235701,1.159420
2.339041710,0.162419111,0.002315264,0.018549393,1.062802
2.399146557,0.169095525,0.002450384,0.021922010,1.256039
2.438924074,0.175938731,0.002594653,0.020235701,1.159420
2.499958277,0.182948966,0.002736529,0.020235701,1.159420
2.538935900,0.189959201,0.002878405,0.020235701,1.159420
2.599905968,0.196635615,0.003013526,0.020235701,1.159420
2.638911963,0.203645850,0.003155402,0.020235701,1.159420
2.699944258,0.210322027,0.003301781,0.023608318,1.352657
2.738962173,0.216997948,0.003459417,0.023608318,1.352657
2.799887180,0.224007664,0.003624936,0.023608318,1.352657
2.838881969,0.231351459,0.003785952,0.020235701,1.159420
2.899925947,0.238361923,0.003916007,0.016863085,0.966184
2.938910246,0.245372597,0.004034240,0.016863085,0.966184
2.999953270,0.252717112,0.004158103,0.016863085,0.966184
3.039192438,0.260061826,0.004269580,0.013490468,0.772947
3.099936485,0.267072858,0.004364168,0.013490468,0.772947
3.139060020,0.273916881,0.004462275,0.015176776,0.869565
3.200031996,0.281094759,0.004565167,0.013490468,0.772947
3.239111662,0.288439807,0.004651873,0.010117851,0.579710
3.299991369,0.296119081,0.004703672,0.003372617,0.193237
3.339034796,0.302963746,0.004732528,0.005058925,0.289855
3.400522947,0.310476183,0.004764199,0.003372617,0.193237
3.439112902,0.317153880,0.004797981,0.006745234,0.386473
3.499954224,0.323998408,0.004849921,0.008431542,0.483092
3.539024830,0.330842840,0.004913403,0.010117851,0.579710
