run,timestamp_ns,x_m,y_m,yaw_rad,linear_x_mps,angular_z_radps,time_from_bag_start_s,x_relative_m,y_relative_m
R06,1784955864298212530,38.33233955007726,23.22872237582179,0.5007931119747617,-1.238628360912071e-48,-0.00039194875659128727,2.558768322,0.0,0.0
R06,1784955864364864270,38.33233955007726,23.22872237582179,0.5007670977012051,-1.266220743959694e-48,-0.0005553697249062621,2.625420062,0.0,0.0
R06,1784955864398366481,38.33233955007726,23.22872237582179,0.5007571057553402,-1.1608341987407219e-48,0.0002211154988359796,2.658922273,0.0,0.0
R06,1784955864465018828,38.33233955007726,23.22872237582179,0.500779511748517,-1.1868261123026667e-48,0.0008362531227108657,2.72557462,0.0,0.0
R06,1784955864498279752,38.33233955007726,23.22872237582179,0.5008056899611644,-1.0900092427855809e-48,0.00036870460692426017,2.758835544,0.0,0.0
R06,1784955864564970885,38.33233955007726,23.22872237582179,0.5008141440057736,-1.1146140269760597e-48,-0.0005527280598239072,2.825526677,0.0,0.0
R06,1784955864598223328,38.33233955007726,23.22872237582179,0.50081692897056,-1.0206618260446092e-48,0.0010276251394867575,2.85877912,0.0,0.0
R06,1784955864665127780,38.33233955007726,23.22872237582179,0.5008768837330377,-1.0482780204606942e-48,0.0008483999085059325,2.925683572,0.0,0.0
R06,1784955864698230234,38.33233955007726,23.22872237582179,0.5009208575407755,-9.577335318861382e-49,0.0015465074051124782,2.958786026,0.0,0.0
R06,1784955864765129214,38.33233955007726,23.22872237582179,0.5010211483454423,-9.827270189885917e-49,0.001984631916930926,3.025685006,0.0,0.0
R06,1784955864798245685,38.33233955007726,23.22872237582179,0.50108574552024,-8.99451994585359e-49,0.0011160150281198794,3.058801477,0.0,0.0
R06,1784955864864871215,38.33233955007726,23.22872237582179,0.5011403256537412,-9.224827426199717e-49,0.00023499294319411293,3.125427007,0.0,0.0
R06,1784955864898166892,38.33233955007726,23.22872237582179,0.5011469083532756,-8.442888046003964e-49,6.325564623879749e-05,3.158722684,0.0,0.0
R06,1784955864964868873,38.33233955007726,23.22872237582179,0.5011523600166243,-8.658833698227129e-49,0.00017209166027616404,3.225424665,0.0,0.0
R06,1784955864998159526,38.33233955007726,23.22872237582179,0.5011687082669676,-7.942973487199376e-49,0.0007821235156134611,3.258715318,0.0,0.0
R06,1784955865064880803,38.33233955007726,23.22872237582179,0.5012032686052375,-8.127370261970095e-49,-7.176235169491349e-05,3.325436595,0.0,0.0
R06,1784955865098237058,38.33233955007726,23.22872237582179,0.5012069641872094,-7.443640649328658e-49,0.0003490493600081891,3.35879285,0.0,0.0
R06,1784955865164918175,38.33233955007726,23.22872237582179,0.5012332065903182,-7.610556300190652e-49,0.000705543592930637,3.425473967,0.0,0.0
R06,1784955865198233788,38.33233955007726,23.22872237582179,0.5012442599600857,-6.990486043496505e-49,-0.0004020388724404083,3.45878958,0.0,0.0
R06,1784955865264845430,38.33233955007726,23.22872237582179,0.5012365849117875,-7.145869523073189e-49,0.0007049373777836502,3.525401222,0.0,0.0
R06,1784955865298156915,38.33233955007726,23.22872237582179,0.5012658226065438,-6.559124155087852e-49,0.0007756125355656316,3.558712707,0.0,0.0
R06,1784955865364891314,38.33233955007726,23.22872237582179,0.5012999940470495,-6.712224966028923e-49,-7.288187943587179e-05,3.625447106,0.0,0.0
R06,1784955865398146029,38.33233955007726,23.22872237582179,0.5013127844438117,-6.15128441613676e-49,0.0009367609564010019,3.658701821,0.0,0.0
R06,1784955865464827657,38.33233955007726,23.22872237582179,0.5013769880446999,-6.2948029989634245e-49,0.00146103220031187,3.725383449,0.0,0.0
R06,1784955865498177992,38.33233955007726,23.22872237582179,0.5014199823736378,-5.761345751397485e-49,0.0005368639092148109,3.758733784,0.0,0.0
R06,1784955865564796642,38.33233955007726,23.22872237582179,0.5014463266419553,-5.915053631613031e-49,0.00011328103859194373,3.825352434,0.0,0.0
R06,1784955865598161121,38.33233955007726,23.22872237582179,0.5014586848182576,-5.4218840705035954e-49,0.0006189770058476997,3.858716913,0.0,0.0
R06,1784955865664843742,38.33233955007726,23.22872237582179,0.5014911255477408,-5.5483923350149694e-49,0.00028894609277967955,3.925399534,0.0,0.0
R06,1784955865698512903,38.33233955007726,23.22872237582179,0.5015015868415982,-5.085194703671275e-49,0.0002242987281909594,3.959068695,0.0,0.0
R06,1784955865764919386,38.33233955007726,23.22872237582179,0.5015054511761408,-5.2047692189993365e-49,-0.00042567583114338733,4.025475178,0.0,0.0
R06,1784955865798180342,38.33233955007726,23.22872237582179,0.5014991386473135,-4.771056984150558e-49,0.00025538076266945573,4.058736134,0.0,0.0
R06,1784955865864924148,38.33233955007726,23.22872237582179,0.5015304031261048,-4.888687949516726e-49,0.0013184798443666558,4.12547994,0.0,0.0
R06,1784955865898177647,38.33233955007726,23.22872237582179,0.5015787832708858,-4.475062566085635e-49,0.001085383051720077,4.158733439,0.0,0.0
R06,1784955865964814698,38.33233955007726,23.22872237582179,0.501618391850907,-4.5786236752218075e-49,-0.000637950232923785,4.22537049,0.0,0.0
R06,1784955865998199434,38.33233955007726,23.22872237582179,0.501611618037544,-4.204548148387956e-49,0.0005681569530819424,4.258755226,0.0,0.0
R06,1784955866064863014,38.33233955007726,23.22872237582179,0.5016414128300117,-4.298413191803679e-49,0.0002784980879130256,4.325418806,0.0,0.0
R06,1784955866098128834,38.33233955007726,23.22872237582179,0.5016642265787481,-3.94695564612688e-49,0.0010310306032104753,4.358684626,0.0,0.0
R06,1784955866164859392,38.33233955007726,23.22872237582179,0.501725748444624,-4.034277449684684e-49,0.001007332320482076,4.425415184,0.0,0.0
R06,1784955866198168477,38.33233955007726,23.22872237582179,0.5017568291184489,-3.704699324670669e-49,0.000413806370035681,4.458724269,0.0,0.0
R06,1784955866264838553,38.33233955007726,23.22872237582179,0.501776867763597,-3.7880602338809185e-49,8.802654664685365e-05,4.525394345,0.0,0.0
R06,1784955866298203320,38.33233955007726,23.22872237582179,0.5017816629053962,-3.475038821092067e-49,0.00017110672705780225,4.558759112,0.0,0.0
R06,1784955866364883124,38.33233955007726,23.22872237582179,0.5017864285275966,-3.553570838826193e-49,-0.00019982568654741204,4.625438916,0.0,0.0
R06,1784955866398164497,38.33233955007726,23.22872237582179,0.5017864544604782,-3.2620683460887744e-49,0.0003158560412389414,4.658720289,0.0,0.0
R06,1784955866464768235,38.33233955007726,23.22872237582179,0.5018018591981939,-3.3400957485185582e-49,6.713794567174896e-05,4.725324027,0.0,0.0
R06,1784955866498122569,38.33233955007726,23.22872237582179,0.5018128917039375,-3.059162898509829e-49,0.0006062731786167057,4.758678361,0.0,0.0
R06,1784955866564820070,38.33233955007726,23.22872237582179,0.5018574006862773,-3.1278325285337675e-49,0.0011542358908729652,4.825375862,0.0,0.0
R06,1784955866598295753,38.33233955007726,23.22872237582179,0.5018926101539889,-2.872153287048535e-49,0.0004528100056565672,4.858851545,0.0,0.0
R06,1784955866664916035,38.33233955007726,23.22872237582179,0.5019205099803208,-2.9400907592537877e-49,0.0004908556453847475,4.925471827,0.0,0.0
R06,1784955866698151710,38.33233955007726,23.22872237582179,0.501945784269127,-2.694176156243844e-49,0.0008657163698026206,4.958707502,0.0,0.0
R06,1784955866764837242,38.33233955007726,23.22872237582179,0.501984527996763,-2.760428501468148e-49,-5.443186754650975e-05,5.025393034,0.0,0.0
R06,1784955866797916944,38.33233955007726,23.22872237582179,0.5019978371045082,-2.5270871351391443e-49,0.0009407676417431669,5.058472736,0.0,0.0
R06,1784955866864915671,38.33233955007726,23.22872237582179,0.5020494753526155,-2.5883201062312967e-49,0.0005935206768475354,5.125471463,0.0,0.0
R06,1784955866898197299,38.33233955007726,23.22872237582179,0.5020753779974231,-2.372548588695196e-49,0.0007459922297675788,5.158753091,0.0,0.0
R06,1784955866964626599,38.33233955007726,23.22872237582179,0.5021270410941794,-2.4308148434363167e-49,0.0011844176134339882,5.225182391,0.0,0.0
R06,1784955866998223758,38.33233955007726,23.22872237582179,0.5021694258453908,-2.225710457561797e-49,0.0009028620535473282,5.25877955,0.0,0.0
R06,1784955867064882570,38.33233955007726,23.22872237582179,0.5022060545492986,-2.2770514683616122e-49,-0.000281980497289227,5.325438362,0.0,0.0
R06,1784955867098159494,38.33233955007726,23.22872237582179,0.5022162936867138,-2.0908148930201945e-49,0.0011035369450297548,5.358715286,0.0,0.0
R06,1784955867164974503,38.33233955007726,23.22872237582179,0.5022628413538337,-2.1397531622284097e-49,-0.00024062806540345078,5.425530295,0.0,0.0
R06,1784955867198171584,38.33233955007726,23.22872237582179,0.5022766426506635,-1.9583696776114024e-49,0.001257172552888074,5.458727376,0.0,0.0
R06,1784955867264922495,38.33233955007726,23.22872237582179,0.502347373613965,-2.008185803793699e-49,0.0008968388980666839,5.525478287,0.0,0.0
R06,1784955867298210171,38.33233955007726,23.22872237582179,0.5023656121349727,-1.838330258979483e-49,-0.00020082548461227247,5.558765963,0.0,0.0
R06,1784955867364883575,38.33233955007726,23.22872237582179,0.5023581328430313,-1.886273146592712e-49,0.0001167406202546211,5.625439367,0.0,0.0
R06,1784955867398201589,38.33233955007726,23.22872237582179,0.5023796427267353,-1.7261071762168973e-49,0.0012060111302516373,5.658757381,0.0,0.0
R06,1784955867464863313,38.33233955007726,23.22872237582179,0.5024350471869976,-1.769729604398397e-49,1.699596965185177e-05,5.725419105,0.0,0.0
R06,1784955867498204719,38.33233955007726,23.22872237582179,0.5024594622406848,-1.619725596238224e-49,0.0015463897094645615,5.758760511,0.0,0.0
R06,1784955867564888779,38.33233955007726,23.22872237582179,0.5025379005475474,-1.6629682502407304e-49,0.0004824158612580858,5.825444571,0.0,0.0
R06,1784955867598177320,38.33233955007726,23.22872237582179,0.5025444308699192,-1.5191783728730722e-49,-0.0003101566302478499,5.858733112,0.0,0.0
R06,1784955867664873061,38.33233955007726,23.22872237582179,0.5025386093691181,-1.5592424235450201e-49,0.0005680843384388572,5.925428853,0.0,0.0
R06,1784955867698238052,38.33233955007726,23.22872237582179,0.5025567789372394,-1.4267665359734593e-49,0.0002986796700580845,5.958793844,0.0,0.0
R06,1784955867764950625,38.33233955007726,23.22872237582179,0.5025807538759066,-1.4626514456131741e-49,0.000695492707473045,6.025506417,0.0,0.0
R06,1784955867798209085,38.33233955007726,23.22872237582179,0.5026002009977244,-1.3386536145410676e-49,0.00018585077865966647,6.058764877,0.0,0.0
R06,1784955867864855800,38.33233955007726,23.22872237582179,0.5026022708941555,-1.3731477325616988e-49,-0.0004343727366389283,6.125411592,0.0,0.0
R06,1784955867898151413,38.33233955007726,23.22872237582179,0.5025901473911585,-1.2564946506191471e-49,-0.0001148961582962192,6.158707205,0.0,0.0
R06,1784955867964846610,38.33233955007726,23.22872237582179,0.5025904002011039,-1.2887790478257246e-49,0.00037180325339336123,6.225402402,0.0,0.0
R06,1784955867998394743,38.33233955007726,23.22872237582179,0.5026099110814126,-1.179202338441971e-49,0.0006867347091790806,6.258950535,0.0,0.0
R06,1784955868065089780,38.33233955007726,23.22872237582179,0.5026458765096744,-1.2094778419391318e-49,0.00030288394079712433,6.325645572,0.0,0.0
R06,1784955868098211147,38.33233955007726,23.22872237582179,0.5026748663629168,-1.1067573428115695e-49,0.0014022971615689842,6.358766939,0.0,0.0
R06,1784955868165087469,38.33233955007726,23.22872237582179,0.5027498068689252,-1.1364170661528152e-49,0.000689421913044056,6.425643261,0.0,0.0
R06,1784955868198256614,38.33233955007726,23.22872237582179,0.5027836859672852,-1.037933945528212e-49,0.0011375994230823903,6.458812406,0.0,0.0
R06,1784955868264873696,38.33233955007726,23.22872237582179,0.5028488074774442,-1.0650932329474673e-49,0.0008715812346521245,6.525429488,0.0,0.0
R06,1784955868298210334,38.33233955007726,23.22872237582179,0.5028663374326516,-9.746310194105623e-50,-0.0002075927311534563,6.558766126,0.0,0.0
R06,1784955868364879834,38.33233955007726,23.22872237582179,0.502858545825361,-9.994549539015941e-50,0.000115235341433487,6.625435626,0.0,0.0
R06,1784955868398143030,38.33233955007726,23.22872237582179,0.5028674896885263,-9.15049212528034e-50,0.0003984659460113758,6.658698822,0.0,0.0
R06,1784955868464869908,38.33233955007726,23.22872237582179,0.5028928233858507,-9.379376881827153e-50,0.0004794614121921382,6.7254257,0.0,0.0
R06,1784955868498173425,38.33233955007726,23.22872237582179,0.5029085081043658,-8.583214516712343e-50,0.0002751194229086814,6.758729217,0.0,0.0
R06,1784955868564902191,38.33233955007726,23.22872237582179,0.5029127207735948,-8.819778583214165e-50,-0.0005748556819836197,6.825457983,0.0,0.0
R06,1784955868598152234,38.33233955007726,23.22872237582179,0.5029023348998285,-8.06568903916394e-50,0.00021506035901641327,6.858708026,0.0,0.0
R06,1784955868664856999,38.33233955007726,23.22872237582179,0.5029244548959513,-8.246799139290155e-50,0.0008350411766381841,6.925412791,0.0,0.0
R06,1784955868698162020,38.33233955007726,23.22872237582179,0.5029505487869254,-7.570880054082896e-50,0.0003685207067685268,6.958717812,0.0,0.0
R06,1784955868764894115,38.33233955007726,23.22872237582179,0.5029871339263368,-7.740181681035004e-50,0.0013408376787345546,7.025449907,0.0,0.0
R06,1784955868798169951,38.33233955007726,23.22872237582179,0.5030345516085544,-7.106895533353385e-50,0.0009435394224623804,7.058725743,0.0,0.0
R06,1784955868864857723,38.33233955007726,23.22872237582179,0.503076860238977,-7.272009430576618e-50,-3.749458073894164e-05,7.125413515,0.0,0.0
R06,1784955868898180377,38.33233955007726,23.22872237582179,0.5030815190210873,-6.665918292412245e-50,0.00035832916885489974,7.158736169,0.0,0.0
R06,1784955868964863093,38.33233955007726,23.22872237582179,0.5031048099956452,-6.8232806708135195e-50,0.00047096505777036944,7.225418885,0.0,0.0
R06,1784955868998246709,38.33233955007726,23.22872237582179,0.5031272927807842,-6.256047999592928e-50,0.0007135998509690252,7.258802501,0.0,0.0
R06,1784955869064857967,38.33233955007726,23.22872237582179,0.5031734624553819,-6.395347552553641e-50,0.0009402832366732331,7.325413759,0.0,0.0
R06,1784955869098155948,38.33233955007726,23.22872237582179,0.5032026282201425,-5.8738605447894645e-50,0.0003961210692073984,7.35871174,0.0,0.0
R06,1784955869164996366,38.33233955007726,23.22872237582179,0.503231337975989,-6.0138213782142e-50,0.0007159224405093884,7.425552158,0.0,0.0
R06,1784955869198295018,38.33233955007726,23.22872237582179,0.5032537652678636,-5.507138286611811e-50,0.00033770152469139676,7.45885081,0.0,0.0
R06,1784955869264842754,38.33233955007726,23.22872237582179,0.5032702831500937,-5.644368085695933e-50,7.164913050974089e-05,7.525398546,0.0,0.0
R06,1784955869298257603,38.33233955007726,23.22872237582179,0.5032779968620549,-5.164631524629609e-50,0.0003867425392841211,7.558813395,0.0,0.0
R06,1784955869364772890,38.33233955007726,23.22872237582179,0.5032967919042939,-5.289127566828808e-50,8.223107734850628e-05,7.625328682,0.0,0.0
R06,1784955869398155930,38.33233955007726,23.22872237582179,0.5033082585920923,-4.85067485645245e-50,0.0006106134340493737,7.658711722,0.0,0.0
R06,1784955869464901272,38.33233955007726,23.22872237582179,0.5033533024442232,-4.969208879304905e-50,0.0011559488768365512,7.725457064,0.0,0.0
R06,1784955869498103858,38.33233955007726,23.22872237582179,0.5034040524295902,-4.550759576683128e-50,0.0014828010291698134,7.75865965,0.0,0.0
R06,1784955869564836784,38.33233955007726,23.22872237582179,0.5034850623644127,-4.654778304761467e-50,0.0009449695287102073,7.825392576,0.0,0.0
R06,1784955869598162094,38.33233955007726,23.22872237582179,0.5035234500377452,-4.2746486642948795e-50,0.0009861938927039156,7.858717886,0.0,0.0
R06,1784955869664822697,38.33233955007726,23.22872237582179,0.5035899075675823,-4.371056009797809e-50,0.001471271395070988,7.925378489,0.0,0.0
R06,1784955869698119110,38.33233955007726,23.22872237582179,0.5036375772197692,-4.012722448204928e-50,0.0007572927059505274,7.958674902,0.0,0.0
R06,1784955869764800675,38.33233955007726,23.22872237582179,0.503685948996242,-4.103000379482053e-50,0.0009495849141847835,8.025356467,0.0,0.0
R06,1784955869798120064,38.33233955007726,23.22872237582179,0.5037152917731196,-3.7657951514966766e-50,0.00039880481353481254,8.058675856,0.0,0.0
R06,1784955869864850238,38.33233955007726,23.22872237582179,0.5037346018653337,-3.8509676031724686e-50,8.487882253973341e-05,8.12540603,0.0,0.0
R06,1784955869898132474,38.33233955007726,23.22872237582179,0.5037393108794039,-3.5335747581697083e-50,0.00017028896275545884,8.158688266,0.0,0.0
R06,1784955869964899834,38.33233955007726,23.22872237582179,0.5037440312199877,-3.61284168381589e-50,-0.0001999669674213882,8.225455626,0.0,0.0
R06,1784955869998132116,38.33233955007726,23.22872237582179,0.5037383373260806,-3.316971257161711e-50,-5.207988018963094e-05,8.258687908,0.0,0.0
R06,1784955870064800112,38.33233955007726,23.22872237582179,0.5037475579699571,-3.398429075220544e-50,0.000780185449435207,8.325355904,0.0,0.0
R06,1784955870098112526,38.33233955007726,23.22872237582179,0.5037746668850129,-3.101767581137089e-50,0.000575818245612133,8.358668318,0.0,0.0
R06,1784955870164828875,38.33233955007726,23.22872237582179,0.503802830347535,-3.183848724457838e-50,0.00012171034878218057,8.425384667,0.0,0.0
R06,1784955870198151913,38.33233955007726,23.22872237582179,0.5038210554517657,-2.915497417951108e-50,0.0009872843476079617,8.458707705,0.0,0.0
R06,1784955870264846598,38.33233955007726,23.22872237582179,0.5038658238916343,-2.9904726100587594e-50,-2.9077580237159934e-05,8.52540239,0.0,0.0
R06,1784955870298129474,38.33233955007726,23.22872237582179,0.5038798525728927,-2.740652316708462e-50,0.000948573402159793,8.558685266,0.0,0.0
R06,1784955870364883105,38.33233955007726,23.22872237582179,0.5039353512741966,-2.80535849027143e-50,0.0008320491102393477,8.625438897,0.0,0.0
R06,1784955870398114235,38.33233955007726,23.22872237582179,0.5039586026559015,-2.5677284543241917e-50,0.00022227092014792823,8.658670027,0.0,0.0
R06,1784955870464853882,38.33233955007726,23.22872237582179,0.5039812217394184,-2.6343172174367263e-50,0.0008376529402586739,8.725409674,0.0,0.0
R06,1784955870498149398,38.33233955007726,23.22872237582179,0.5039955141813005,-2.4105540150282776e-50,-0.0003633293020992443,8.75870519,0.0,0.0
R06,1784955870564809202,38.33233955007726,23.22872237582179,0.5039964938570858,-2.4730366813264594e-50,0.0011891797054365315,8.825364994,0.0,0.0
R06,1784955870598154353,38.33233955007726,23.22872237582179,0.5040417363336456,-2.267470732012111e-50,0.0010507358656104478,8.858710145,0.0,0.0
R06,1784955870664794540,38.33233955007726,23.22872237582179,0.5040953432760364,-2.321184009003636e-50,0.000379444231531947,8.925350332,0.0,0.0
R06,1784955870698148106,38.33233955007726,23.22872237582179,0.5041083113878715,-2.1252016297637013e-50,0.0002483610433101504,8.958703898,0.0,0.0
R06,1784955870764886185,38.33233955007726,23.22872237582179,0.5041227291230941,-2.175205538986568e-50,0.00021096508945122098,9.025441977,0.0,0.0
R06,1784955870798149476,38.33233955007726,23.22872237582179,0.5041344074335852,-1.994038102105106e-50,0.00042412223905403343,9.058705268,0.0,0.0
R06,1784955870864860002,38.33233955007726,23.22872237582179,0.5041762195698825,-2.042623333991067e-50,0.0015116684805532876,9.125415794,0.0,0.0
R06,1784955870898154302,38.33233955007726,23.22872237582179,0.5042300849149388,-1.8704600003219418e-50,0.0011366591313503953,9.158710094,0.0,0.0
R06,1784955870964805594,38.33233955007726,23.22872237582179,0.5042813693763519,-1.912613661483947e-50,4.517617001897813e-06,9.225361386,0.0,0.0
R06,1784955870998212090,38.33233955007726,23.22872237582179,0.5042906212395497,-1.7540522741166802e-50,0.000589518704351118,9.258767882,0.0,0.0
R06,1784955871064927160,38.33233955007726,23.22872237582179,0.5043382419002405,-1.7994132967122134e-50,0.0013887976009813586,9.325482952,0.0,0.0
R06,1784955871098342648,38.33233955007726,23.22872237582179,0.5043918708687469,-1.6467582597659477e-50,0.0013243617276770554,9.35889844,0.0,0.0
R06,1784955871164940370,38.33233955007726,23.22872237582179,0.5044662350342253,-1.6898754933983095e-50,0.0009106376409342081,9.425496162,0.0,0.0
R06,1784955871198351730,38.33233955007726,23.22872237582179,0.5044939457693656,-1.5458095127059304e-50,0.0003899228693971605,9.458907522,0.0,0.0
R06,1784955871264842185,38.33233955007726,23.22872237582179,0.5045130234430872,-1.5850924641225464e-50,8.261308881710627e-05,9.525397977,0.0,0.0
R06,1784955871298261321,38.33233955007726,23.22872237582179,0.504539429568144,-1.4551575531277084e-50,0.001569349780661836,9.558817113,0.0,0.0
R06,1784955871364953862,38.33233955007726,23.22872237582179,0.5046114001652744,-1.485050405005464e-50,9.611698322584366e-05,9.625509654,0.0,0.0
R06,1784955871398161440,38.33233955007726,23.22872237582179,0.5046141470966301,-1.363030579830871e-50,2.6139563352255295e-05,9.658717232,0.0,0.0
R06,1784955871464803003,38.33233955007726,23.22872237582179,0.5046342539087076,-1.3976670881108208e-50,0.0012713703869733609,9.725358795,0.0,0.0
R06,1784955871498145241,38.33233955007726,23.22872237582179,0.5046746899936568,-1.2746755176716963e-50,0.0007077817913104446,9.758701033,0.0,0.0
R06,1784955871564849783,38.33233955007726,23.22872237582179,0.5047186199927722,-1.3082801803086777e-50,0.0007813999487338449,9.825405575,0.0,0.0
R06,1784955871598185973,38.33233955007726,23.22872237582179,0.5047609732212495,-1.198054164580335e-50,0.0015296188106146734,9.858741765,0.0,0.0
R06,1784955871664827216,38.33233955007726,23.22872237582179,0.5048287977808696,-1.229276547808986e-50,-0.0001524598481499038,9.925383008,0.0,0.0
R06,1784955871698181198,38.33233955007726,23.22872237582179,0.5048450604288766,-1.1249570211337977e-50,0.001280946044816288,9.95873699,0.0,0.0
R06,1784955871764963598,38.33233955007726,23.22872237582179,0.5049136351239972,-1.1540072664511234e-50,0.0006645861011468391,10.02551939,0.0,0.0
R06,1784955871798227434,38.33233955007726,23.22872237582179,0.5049288084952273,-1.0560685820323362e-50,-4.260028462715372e-05,10.058783226,0.0,0.0
R06,1784955871865022570,38.33233955007726,23.22872237582179,0.5049267180790089,-1.0847535100580795e-50,-8.113562758736992e-06,10.125578362,0.0,0.0
R06,1784955871898213443,38.33233955007726,23.22872237582179,0.5049287849106854,-9.92638844249663e-51,0.0001455101441241769,10.158769235,0.0,0.0
