time_s,x_m,y_m,yaw_rad,yaw_deg
0.049393415451049805,0.0,0.0,0.0,0.0
0.08266735076904297,0.0,0.0,-3.2823190947439684e-06,-0.0001880630311440304
0.14942097663879395,0.0005773077045913019,-4.53776585775279e-09,-7.680690142297664e-05,-0.0044007112890139186
0.18260979652404785,0.0024885031904971237,-1.695106144907679e-08,0.0006271848398977644,0.03593504430073015
0.24938106536865234,0.004073167931703675,5.170265018386115e-07,0.0027199375282394027,0.15584094090736295
0.2826881408691406,0.0056832692764612214,3.5306674874904425e-06,0.002273560593727186,0.13026542648782538
0.34938478469848633,0.008304385746369249,8.55801643423504e-06,0.0021184547952954893,0.1213785188596823
0.3826634883880615,0.010716815136097598,1.320653657969037e-05,0.0027649439385806214,0.15841961827094872
0.44938111305236816,0.013452234439070905,2.082586402400602e-05,0.005061151193733072,0.28998260287850347
0.4826774597167969,0.015987687181290098,3.174486797012354e-05,0.006745258256474874,0.3864748298217825
0.5493502616882324,0.018712613268681087,5.145014460688138e-05,0.008763094745845471,0.5020883444102123
0.5826523303985596,0.021244318563161956,7.182677866401444e-05,0.01036810241754216,0.5940485100845514
0.6493778228759766,0.02503154119784459,0.0001096741693484187,0.013704639924227548,0.7852180274047268
0.6826958656311035,0.02781991321462026,0.00014614852196638743,0.01715255164113083,0.9827688169169905
0.7494423389434814,0.031466672480215,0.00021044164131630108,0.02349844756991626,1.346361870865647
0.7827348709106445,0.03384357763761003,0.00026856333489506327,0.028187601565564435,1.615030604303194
0.8495373725891113,0.037766778040395965,0.0003786120012322637,0.03576788704367617,2.049348969703304
0.882643461227417,0.040549508535666565,0.000476512364832315,0.041273065602301706,2.3647724665784606
0.9495086669921875,0.044407703150347706,0.0006397645362350662,0.05004439132509075,2.867332411228809
0.9827172756195068,0.047194613940962464,0.0007782897012200061,0.055898191365484795,3.202730447656899
1.049485445022583,0.05148986764386505,0.0010167594250711609,0.06448695121592785,3.694830138338698
1.0826938152313232,0.054537976308361845,0.0012102210251717298,0.07022936063391283,4.023845962225413
1.1495137214660645,0.05891875619145729,0.0015206897675581763,0.07886237131573638,4.51848103878526
1.1827819347381592,0.06155038861329063,0.0017376185590684062,0.08514290949899907,4.878329369756973
1.2494149208068848,0.06577557873333162,0.0021031268745291126,0.09515004194091238,5.451695823707051
1.2827444076538086,0.06895041769504644,0.002400112991005237,0.10226231094924287,5.859198820646084
1.3494188785552979,0.07249504972534561,0.0027891668743025193,0.11234459758078463,6.436871292474598
1.3826799392700195,0.07526185417682196,0.003102041083482878,0.11853199165631388,6.791382859186673
1.4494595527648926,0.07986102797993337,0.0036410073708327897,0.12779613083613572,7.3221789350122535
1.4830105304718018,0.08234729765387588,0.003974889792776831,0.13454255873725973,7.708720780535962
1.549529790878296,0.08666649112904323,0.004559229767457568,0.1450448403394704,8.310457191600525
1.5826811790466309,0.08996813455059835,0.0050296335665060065,0.15167060816186106,8.690085723857095
1.649949312210083,0.09450705092354215,0.005725472367522457,0.1608845682331448,9.218006748543711
1.6828010082244873,0.09751739026754684,0.006216641612582444,0.16698341042517217,9.567444666063198
1.7494566440582275,0.10192421079929531,0.006966504842324491,0.17560532778886004,10.061444142313073
1.782679557800293,0.10492967181622552,0.007502011106888716,0.18049205469999355,10.341432969954024
1.8496384620666504,0.10946501088329932,0.008332620903802723,0.18791885768786365,10.766957436434131
1.88273024559021,0.11192330925865666,0.008819897826081115,0.19334745259144182,11.077993013095387
1.94950270652771,0.11610556206117363,0.009645276931094262,0.202701044687418,11.613914363481749
1.9826335906982422,0.118969192667902,0.010235510638000933,0.2093714506987161,11.996100475567824
2.049478769302368,0.12285080953863317,0.011074757618647768,0.21969307966256932,12.587486252896602
2.082608461380005,0.12571361162673705,0.011712286448189798,0.2259255139536056,12.94457843386559
2.1495473384857178,0.13025717281845658,0.012747401083215454,0.23575735939240872,13.507901682333957
2.182725667953491,0.1322963548175544,0.013269482672583611,0.2421556872702202,13.874498865673452
2.249586343765259,0.13607561941386437,0.014212143421103544,0.25191653212231957,14.433754080180742
2.2826991081237793,0.1389162435987392,0.014935591898553261,0.2583694057162864,14.803476502846458
2.349489212036133,0.1431093368872782,0.01603960004545371,0.2675062270403399,15.326977802879854
2.382727861404419,0.14606821024608108,0.016843296515165283,0.27314169746449224,15.649866473754583
2.449463367462158,0.15016315440703748,0.017996068357300807,0.2805202020655657,16.072623646513954
2.483020067214966,0.15297878164235473,0.018807552290168134,0.28492046797411374,16.324740311809055
2.549447774887085,0.15705906248203935,0.020008770141304467,0.2924505911225532,16.7561845874284
2.5826830863952637,0.1596018792859328,0.020783214729489498,0.29833220590620746,17.09317629125354
2.649437189102173,0.16335156909786486,0.02194819412288914,0.30700654473137856,17.59017929600231
2.682710647583008,0.16602070524175816,0.02279359192692401,0.3131183782856186,17.94036156374671
2.7494542598724365,0.17042212351889216,0.024204783118775632,0.3222827369528431,18.465440637322807
2.782716751098633,0.17267792304517343,0.02497844843401619,0.32849752734080034,18.82152189711123
2.849559783935547,0.17664360786504799,0.026330392660119894,0.3376734687409675,19.34726461240017
2.88274884223938,0.17941728246982755,0.02729979008117666,0.3439013097481829,19.704093617592115
2.9495415687561035,0.1833875410939231,0.02872486265602662,0.3533787682509412,20.247111990310543
2.982706308364868,0.18588100365857874,0.02965216412681183,0.3601015687348359,20.632300084546216
3.0494682788848877,0.18982222676555638,0.03113683867517238,0.3695793978762692,21.175339693296447
3.082686185836792,0.19203397524850996,0.03201137397396909,0.37591774798439864,21.538500403568552
3.1494457721710205,0.1964484090611888,0.03372892499648361,0.38650429885399845,22.14506508799717
3.182692766189575,0.19890465819863487,0.03473926561592034,0.39359617500648975,22.5513996603644
3.2494819164276123,0.20307471447288125,0.036462431042694754,0.4035084857325439,23.119333230189557
3.282702922821045,0.20564208309426743,0.037564598971873725,0.409750170894132,23.47695544699799
3.349527359008789,0.20980017740328913,0.039364069475941565,0.41835550316868053,23.970004667637333
3.382730007171631,0.2123480388606183,0.04050437836056312,0.42336403885078333,24.2569726237625
3.4494283199310303,0.21649411292898987,0.042368107324371046,0.43080882003862936,24.68352716522447
3.482694387435913,0.2188998173625761,0.043487776684248594,0.4369022578703144,25.03265543570537
3.5495479106903076,0.22261047284829075,0.04523124501082561,0.4475466492480913,25.642534137137428
3.5826756954193115,0.22526139920585847,0.04649969475788319,0.455431181045554,26.09428453256874
3.6510496139526367,0.22879566796846248,0.04824589026570721,0.4666472632794391,26.736918707242022
3.6825997829437256,0.23142312625355535,0.04956268671955201,0.4738900654258273,27.151900702078358
3.7494614124298096,0.235430880183253,0.05160714962867752,0.48534753202189274,27.808365181945028
3.783170461654663,0.23790334161702797,0.05291691565169866,0.4921414199049039,28.19762628412664
3.849663257598877,0.2416362429820254,0.05492321197993313,0.5019404047748628,28.759066760687833
3.8827319145202637,0.24408813030103002,0.05627215791376555,0.5084637626994151,29.132827638017897
3.949427843093872,0.24739367207924107,0.05813652173284026,0.5174938946705603,29.65021608841067
3.9826881885528564,0.2498335018911829,0.05952151971727183,0.5234751380388071,29.992916089651825
4.049530982971191,0.253326508432754,0.06154175282456701,0.5328145839664368,30.52802692429565
4.082683563232422,0.2561083109988231,0.06315911007644458,0.5388892645992436,30.87608048644534
4.149719953536987,0.2596118304904568,0.06526442579159751,0.5469887389657275,31.340146183919266
4.182671785354614,0.2620004388892823,0.06672001711089419,0.5528038184453163,31.673325695632837
4.249459743499756,0.2655866931969321,0.06893392904030098,0.5618912544420414,32.19399742484044
4.282689809799194,0.26795335195596504,0.07042498950691396,0.5683525192750274,32.56420063008684
4.349398612976074,0.27150317742392405,0.07269316340543375,0.578120964958154,33.123891340132786
4.38253927230835,0.27373860159010593,0.07415880839199576,0.5842238237688737,33.47355939295125
4.449518203735352,0.277108309411842,0.0763929426206762,0.5927845254160626,33.964051467005866
4.48271918296814,0.2794362219894456,0.07795830954717543,0.599186425371113,34.33085331529524
4.54946756362915,0.283259764178084,0.08054879141771772,0.6087303476322816,34.877679780861165
4.582724094390869,0.28543915776120127,0.08208005251592705,0.6151674647375955,35.24649942322712
4.6494526863098145,0.2892446078599752,0.08475162588650766,0.6241911284924977,35.76351727212818
4.682606935501099,0.29151059332449414,0.08639178105405222,0.6298695677863262,36.088867877885804
4.749372243881226,0.2951843383822774,0.08906322880255352,0.6376804538217641,36.53639868197407
4.782642364501953,0.2969769771448119,0.09042703213573361,0.6437141612744504,36.88210465382962
4.849392890930176,0.300210687350179,0.09285844651413004,0.6532533416857969,37.42865943141364
4.882645845413208,0.3022975612232518,0.09445861197000399,0.6593211224813466,37.77631766200918
4.94943904876709,0.30562302529960567,0.09703208730991925,0.6679720607203459,38.27197991193218
4.982604026794434,0.30760640559827473,0.09860744939463684,0.6740390894134163,38.61959505022988
5.04934024810791,0.3109732412457564,0.10128454819575602,0.6827623712350928,39.11940228211513
5.082692861557007,0.3131584689185838,0.10305946853223351,0.6888734664482715,39.46954224603288
5.14931058883667,0.31615929717353275,0.10554334615727877,0.6971624427492422,39.94446560456246
5.182598352432251,0.318206794295936,0.10725984955281909,0.7027426520211657,40.26418804464345
5.249350309371948,0.3211630973049505,0.10977172049140238,0.7109890748990272,40.73667327162504
5.282604217529297,0.32339661430710753,0.1116794568823576,0.7156386111036009,41.00307207284039
5.349300384521484,0.3263264031357017,0.11423680759376222,0.7216915755787721,41.34988139081031
5.38263201713562,0.32855736266505053,0.11618720337498487,0.7260269646256883,41.59828088574586
5.449302434921265,0.3312294595321647,0.11858283413662105,0.7325053408855169,41.96946450353178
5.482876300811768,0.3334288576875214,0.12054506555598943,0.7369101004171625,42.2218386344651
5.549367427825928,0.33662350495835125,0.12343307777076837,0.7443745548434637,42.6495203694599
5.582626819610596,0.33889585849836446,0.12551206767325723,0.7496518439828946,42.95188676441952
5.649429082870483,0.34220584610737004,0.1285839849134821,0.7572974296456367,43.389946554800375
5.68263840675354,0.34403227646063933,0.13033117438684602,0.7624970955146179,43.687865463971214
5.749419927597046,0.34697270123704393,0.13314774188201917,0.7706541631888735,44.15523101490866
5.782666921615601,0.34938699856607347,0.1354632720191166,0.7763027258573851,44.47886981612953
5.849414825439453,0.35243022832903304,0.13845917085611426,0.784799050935642,44.9656733844848
5.882748365402222,0.3544066721456439,0.14043903183908887,0.789857053874508,45.255475605646595
5.949461221694946,0.3572818648291577,0.14335162563628379,0.7976653347708789,45.70285714626127
5.982730388641357,0.35924068764216477,0.14535986631084633,0.8033365099662731,46.02779154983665
6.049440860748291,0.3623437768910758,0.14856283193829492,0.8118679473849455,46.516606907106556
6.082676410675049,0.36419645173242104,0.15052950682843283,0.8180423776292307,46.87037570100203
6.149459600448608,0.36687354314819637,0.15340356815030115,0.8275658492102117,47.416030428905025
6.18271541595459,0.36896720555771556,0.15566303878339824,0.8338334810950508,47.77513928344793
6.249504804611206,0.3718036075741228,0.15879062680911368,0.8440240982140175,48.359018634998485
6.282651901245117,0.37357030917345085,0.16078735277441633,0.8504364101125371,48.72641704370518
6.349445104598999,0.37614201138159314,0.16373254328804213,0.8597054115442858,49.2574917060451
6.382623195648193,0.37797676058625096,0.16585660564994592,0.8661917195066177,49.62912977690881
6.449423551559448,0.38078253136676293,0.1691436313066912,0.8762516425288975,50.20552090831194
6.4826271533966064,0.38257648651604365,0.17129707662806432,0.8823125893715122,50.55278758224691
6.549373626708984,0.3848650873120747,0.17411299389484103,0.8914185293572796,51.074519511930795
6.58264946937561,0.3865477599921469,0.17619319926169955,0.897370339101972,51.4155330907665
6.649495363235474,0.3892291735893019,0.1795347522595204,0.9056316653499898,51.88887221795857
6.6827638149261475,0.3907846968417043,0.18153030150862012,0.9110160620901588,52.19737542639426
6.749531507492065,0.3935206913790722,0.18503146070409673,0.9184268927308111,52.62198474478986
6.782702922821045,0.3953966825140876,0.18747026666937652,0.9230755694419984,52.888334300661654
6.849470615386963,0.39804219893265685,0.19096390511815248,0.93009829989637,53.29070711635514
6.882688760757446,0.3996280999275316,0.19310613805871246,0.9349586971797592,53.56918736745019
6.94966459274292,0.4022195365796496,0.1966110898930735,0.9427649706356034,54.01645389019506
6.982774257659912,0.4040331030367966,0.19909646185522073,0.9479399658278905,54.31295927371361
7.049447059631348,0.4064285881748952,0.20244925629621352,0.9559519889194306,54.772014382220206
7.082684755325317,0.40762819150493695,0.20419449441957288,0.9618802108084639,55.11167647647889
7.1494951248168945,0.410171696691972,0.20781304796133843,0.970923406661024,55.62981343214079
7.182751417160034,0.41167509069244823,0.2100181911258243,0.9766606355147296,55.95853243155881
7.249526500701904,0.41401831165296094,0.21348242930305075,0.9851642713083654,56.44575487305052
7.2826926708221436,0.4154106037464182,0.21559767249002706,0.990886475371318,56.773613015370316
7.34944486618042,0.4175277212295408,0.21884064012352525,0.9999393504217506,57.292304548219384
7.382656574249268,0.41874129331373044,0.22075689434484638,1.0060840385668293,57.644369245356465
7.449466943740845,0.4208582837724497,0.22408719297744079,1.0150671624961376,58.15906433334881
7.482691049575806,0.4224246183137631,0.2265819460797807,1.0212643757854325,58.51413849956779
7.549488067626953,0.424520148824002,0.23000366711241657,1.0312006475937778,59.0834449382808
7.582961320877075,0.42596574531434683,0.23240702188060966,1.037518478758658,59.44542999970465
7.6494739055633545,0.42832147414689226,0.2363586226269109,1.046821326385163,59.97844390615668
7.682713031768799,0.4297939296767598,0.2389017827332765,1.052978654216073,60.33123280394627
7.7494261264801025,0.4318172899911106,0.24247179394251625,1.0619105743756494,60.842994132037816
7.782729148864746,0.4329688467386057,0.24457163707307805,1.0675738847909741,61.1674779169084
7.84943699836731,0.4351255410352733,0.24845875181735544,1.0767402250116591,61.692670525134666
7.8828444480896,0.4365951729713379,0.2511659152936639,1.0831358208754176,62.059111175599355
7.94942307472229,0.43850697480110395,0.2547894644031401,1.0922533145737499,62.58150508425092
7.982697248458862,0.4397287654541846,0.2571588437064308,1.0976660932478275,62.891634457713984
8.049575328826904,0.4412932011464825,0.2602706998954023,1.1058823932403339,63.362393770497974
8.08262848854065,0.44236497096237776,0.2624217481441868,1.1110257914963952,63.657088782925236
8.149516582489014,0.444187888822027,0.2660776245179534,1.1187855514064173,64.10169027580432
8.182664632797241,0.44535736777166135,0.26848014881748494,1.1241728119481673,64.41035756798395
8.249489307403564,0.4470174185161218,0.2719537477841197,1.132222774883636,64.87158646942305
8.282719612121582,0.4480922035296736,0.27424904782613246,1.1371922008410698,65.15631360338676
8.349463701248169,0.4498260706166049,0.27797222032816443,1.1435468975513583,65.52041090497197
8.382840394973755,0.45105946472605907,0.2806547910606187,1.1470941256830844,65.72365210588995
8.44945764541626,0.4528393428812949,0.28458509313047264,1.152482606243165,66.03238929997086
8.48281192779541,0.4539188842992122,0.28702416788683754,1.1570585886289013,66.29457377779976
8.549455165863037,0.45566689113183445,0.2909910703988258,1.1638534383903396,66.68388999155565
8.58262848854065,0.45683289654967835,0.29368619894628245,1.1687657796139792,66.96534641119833
8.649636507034302,0.45842601488220236,0.29745029654023447,1.1760480122221368,67.3825876050783
8.682623863220215,0.4593908102783101,0.2997899851170691,1.1811794069141364,67.67659486394571
8.749423742294312,0.4610362934447828,0.30377764661684414,1.1889908214740412,68.12415595025529
8.782624959945679,0.46197145394291483,0.3061301645867752,1.1940723679604304,68.41530711732493
8.849334955215454,0.4636798817165256,0.310402118922775,1.2012398146795862,68.82597156421744
8.882680892944336,0.4647829781839177,0.31323058457542546,1.2064700725788322,69.12564326760919
8.949358224868774,0.4663096077530911,0.3172481856384509,1.2143961336766045,69.57977311667437
8.98261046409607,0.4672319762886371,0.3197491330492693,1.2198963404492822,69.89491175119808
9.049640893936157,0.4687356932127858,0.3238444822474178,1.227389459765737,70.3242358634189
9.082697629928589,0.4697770547082245,0.3267354061461037,1.2313189403120635,70.54937851440216
9.149819374084473,0.4711386585223262,0.3306191160598733,1.237327914428403,70.89366737047177
9.182664394378662,0.4721048136158858,0.33339955152815753,1.2414754885679091,71.13130586388307
9.249461889266968,0.47347186692848153,0.33740787988014204,1.2478313235419245,71.49546838317579
