trajectory,samples,duration_s,path_length_m,closure_error_m,yaw_error_deg,cross_track_rmse_m,maximum_cross_track_m
wheel,1010,50.440266370773315,4.154915640521593,0.3523296385616032,-25.70048309178743,0.14410186916768955,0.27927408343399646
ekf,1010,50.43357181549072,4.155701228115865,0.0022317939089822867,-0.7053596747483162,0.02672601275086481,0.046345750303640416
slam,1010,50.43357181549072,9.628649401134453,0.35998754184429277,-16.702341314800922,0.5995474002468726,0.9315078153632181
